2018-02-14 22:27:26,48.84
2018-02-14 22:31:00,48.6
2018-02-14 22:31:14,52.5
2018-02-14 22:31:25,48.94
2018-02-14 22:31:36,49.08
2018-02-14 22:31:48,50.88
2018-02-14 22:31:59,49.34
2018-02-14 22:32:10,48.84
2018-02-14 22:32:22,49.36
2018-02-14 22:32:33,49.12
2018-02-14 22:32:44,49.3
2018-02-14 22:32:55,48.92
2018-02-14 22:33:07,48.8
2018-02-14 22:33:18,50.0
2018-02-14 22:33:30,50.18
2018-02-14 22:33:42,50.74
2018-02-14 22:33:53,48.98
2018-02-14 22:34:03,48.38
2018-02-14 22:34:14,49.5
2018-02-14 22:34:25,49.94
2018-02-14 22:34:36,49.96
2018-02-14 22:34:48,48.98
2018-02-14 22:34:59,49.06
2018-02-14 22:35:10,48.22
2018-02-14 22:35:21,51.04
2018-02-14 22:35:33,49.18
2018-02-14 22:35:44,49.16
2018-02-14 22:35:56,49.44
2018-02-14 22:36:08,49.48
2018-02-14 22:36:19,50.16
2018-02-14 22:36:31,49.3
2018-02-14 22:36:43,49.1
2018-02-14 22:36:55,48.58
2018-02-14 22:37:07,48.38
2018-02-14 22:37:18,48.88
2018-02-14 22:37:30,49.42
2018-02-14 22:37:41,48.88
2018-02-14 22:37:52,48.14
2018-02-14 22:38:03,53.1
2018-02-14 22:38:14,49.06
2018-02-14 22:38:26,48.62
2018-02-14 22:38:38,49.68
2018-02-14 22:38:49,48.96
2018-02-14 22:39:01,51.76
2018-02-14 22:39:12,49.02
2018-02-14 22:39:24,50.48
2018-02-14 22:39:35,48.96
2018-02-14 22:39:47,50.02
2018-02-14 22:39:58,51.44
2018-02-14 22:42:06,48.8
2018-02-14 22:42:20,50.02
2018-02-14 22:42:32,49.02
2018-02-14 22:42:44,48.8
2018-02-14 22:42:56,48.2
2018-02-14 22:43:07,49.74
2018-02-14 22:43:19,49.3
2018-02-14 22:43:31,48.38
2018-02-14 22:43:43,51.22
2018-02-14 22:45:24,49
2018-02-14 22:45:37,49
2018-02-14 22:45:49,49
2018-02-14 22:46:00,49
2018-02-14 22:46:12,49
2018-02-14 22:46:24,50
2018-02-14 22:46:35,49
2018-02-14 22:46:47,49
2018-02-14 22:46:59,49
2018-02-14 22:47:10,49
2018-02-14 22:47:22,49
2018-02-14 22:47:34,49
2018-02-14 22:47:45,49
2018-02-14 22:47:58,49
2018-02-14 22:48:09,50
2018-02-14 22:48:20,49
2018-02-14 22:48:32,49
2018-02-14 22:48:43,49
2018-02-14 22:48:54,49
2018-02-14 22:49:05,49
2018-02-14 22:49:17,49
2018-02-14 22:49:28,50
2018-02-14 22:49:40,49
2018-02-14 22:49:51,49
2018-02-14 22:50:03,49
2018-02-14 22:50:14,49
2018-02-14 22:50:27,50
2018-02-14 22:50:38,49
2018-02-14 22:50:50,49
2018-02-14 22:51:02,49
2018-02-14 22:51:14,49
2018-02-14 22:51:25,9
2018-02-14 22:51:37,10
2018-02-14 22:51:49,49
2018-02-14 22:52:00,49
2018-02-14 22:55:43,50
2018-02-14 22:57:05,50
2018-02-14 22:57:19,50
2018-02-14 22:57:31,50
2018-02-14 22:59:38,49
2018-02-14 22:59:51,50
2018-02-14 23:00:03,50
2018-02-14 23:00:15,49
2018-02-14 23:00:27,49
2018-02-14 23:00:39,50
2018-02-14 23:00:51,50
2018-02-14 23:01:03,50
2018-02-14 23:01:14,50
2018-02-14 23:01:26,50
2018-02-14 23:01:38,50
2018-02-14 23:01:50,49
2018-02-14 23:02:02,49
2018-02-14 23:02:14,50
2018-02-14 23:02:25,50
2018-02-14 23:02:37,50
2018-02-14 23:02:48,50
2018-02-14 23:02:59,49
2018-02-14 23:03:11,50
2018-02-14 23:03:22,49
2018-02-14 23:03:34,50
2018-02-14 23:03:45,50
2018-02-14 23:03:57,50
2018-02-14 23:14:24,49
2018-02-14 23:14:37,49
2018-02-14 23:14:49,49
2018-02-14 23:15:00,50
2018-02-14 23:15:12,49
2018-02-14 23:15:24,50
2018-02-14 23:15:35,50
2018-02-14 23:15:47,49
2018-02-14 23:17:02,49
2018-02-14 23:17:15,49
2018-02-15 00:30:15,49
2018-02-15 00:32:49,49
2018-02-15 00:33:03,49
2018-02-15 00:33:14,49
2018-02-15 00:33:31,9
2018-02-15 00:33:43,49
2018-02-15 00:39:21,49
2018-02-15 00:39:34,49
2018-02-15 00:39:46,49
2018-02-15 00:39:58,49
2018-02-15 00:40:09,49
2018-02-15 00:40:21,49
2018-02-15 00:40:40,7
2018-02-15 00:40:59,8
2018-02-15 00:41:17,7
2018-02-15 00:41:29,49
2018-02-15 00:41:40,49
2018-02-15 00:56:05,49
2018-02-15 00:56:19,49
2018-02-15 01:01:59,49
2018-02-15 01:02:13,49
2018-02-15 01:02:24,49
2018-02-15 01:03:44,49
2018-02-15 01:03:57,49
2018-02-15 01:04:16,5
2018-02-15 01:04:27,5
2018-02-15 01:04:39,5
2018-02-15 01:04:50,4
2018-02-15 01:05:01,5
2018-02-15 01:05:12,50
2018-02-15 01:05:24,49
